OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,x,y
2888,E0212,Total Energy Facilities,0,Sanitation Districts of Los Angeles County,Los Angeles,43.9,"GEN 1, GEN 2, GEN 3, GEN 4, GEN 4-repower",OBG,1/1/1986 0:00,-118.2847799,33.80181191
2889,G0034,Andeavor Los Angeles Refinery,0,Tesoro LAR,Los Angeles,12,GEN 2,WH,6/1/1984 0:00,-118.2407495,33.80926037
2890,G0035,Watson Cogeneration Co,0,Watson Cogeneration Company (Tesoro Refining & Marketing),Los Angeles,398,"GN91, GN92, GN93, GN94, GN95, GN96",NG,3/1/1988 0:00,-118.2445683,33.81655342
2891,G0078,Wilmington - Air Products,0,Air Products and Chemicals Inc,Los Angeles,31.9,T101,WH,1/1/1996 0:00,-118.2333662,33.77763956
2892,G0084,Carson Cogeneration Company,0,Carson Cogeneration Company,Los Angeles,60,"Unit 1, Unit 2",NG,2/1/1990 0:00,-118.2493136,33.87614198
2893,G0245,Harbor,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,1325,"#1A & #2A, CC (1, 2, 5), GT, Unit #1, Unit #10, Unit #11, Unit #12, Unit #13, Unit #14, Unit #2, Unit #5, Unit #6, Unit #7, Unit #8, Unit #9",NG,1/1/1994 0:00,-118.2654013,33.769331
2894,G0246,Harbor Cogeneration Co,0,Harbor Cogeneration Co,Los Angeles,132.55,"HARBGN_7_PL2X3, HCC GT-1, HCC ST-1, HCC ST-2",NG,4/12/1989 0:00,-118.2402791,33.78024431
2895,G0319,Long Beach Generation LLC,0,Long Beach Generation LLC,Los Angeles,877.2,"CT 1, CT 2, CT 3, CT 4, CT 5, CT 6, CT 7, GT 1, GT 2, GT 3, GT 4, ST 8, ST 9",NG,5/1/1977 0:00,-118.2247127,33.76421424
2896,G0363,Torrance Refinery,0,PBF Energy LLC,Los Angeles,91.3,"EXP1, GTG1, STG1, Unit 1",NG,9/1/1983 0:00,-118.3299656,33.85315902
2897,G0495,Rhodia Dominguez Plant,0,Eco Services Operations Corp,Los Angeles,5,GEN1,NG,8/1/1976 0:00,-118.2330996,33.8427577
2898,G0759,ConocoPhillips Los Angeles Refinery Wilmington Plant,0,ConocoPhillips,Los Angeles,68.5,Unit G2,OG,5/1/1988 0:00,-118.2868964,33.76842437
2899,G0776,Los Angeles Refinery (Tesoro),0,Tesoro LAR,Los Angeles,83,"GEN1, GEN2, GEN3",NG,12/1/1982 0:00,-118.2345772,33.79017042
2900,G1076,Alamitos Energy Center,0,AES Southland,Los Angeles,710,"1A, 1B, 1S",NG,2/6/2020 0:00,-118.1004406,33.76929283
2901,G9111,Barre Peaker,0,Southern California Edison (SCE),Orange,49,1,NG,8/1/2007 0:00,-117.9828514,33.8073185
2902,G9222,Center Peaker,0,Southern California Edison (SCE),Los Angeles,49,1,NG,8/1/2007 0:00,-118.1047396,33.92957654
2903,H0119,Coyote Creek,0,Metropolitan Water District,Orange,3.13,1,WAT,3/1/1984 0:00,-117.9551388,33.925
2904,G0673,Norwalk ( Retired 2-18-2018 - formerly Wheelabrator Norwalk Energy),1,California Department of State Hospitals,Los Angeles,30.75,"1, 2",NG,2/18/1988 0:00,-118.0685442,33.92564851
2905,S0208,Golden Springs Building C1,0,Thrifty Oil,Los Angeles,1.3,C1,SUN,2/10/2012 0:00,-118.0543311,33.91307955
2906,S0209,Golden Springs Building D1,0,Thrifty Oil,Los Angeles,1.25,D1,SUN,8/1/2012 0:00,-118.0523534,33.9123339
2907,S0366,Staples - La Mirada,0,Longroad Energy,Los Angeles,1,1,SUN,3/19/2010 0:00,-118.0179651,33.88169493
2908,S0438,"Golden Springs Building H
",0,Thrifty Oil,Los Angeles,1.5,1,SUN,3/12/2015 0:00,-118.0456985,33.9107501
2909,S0439,"Golden Springs Building M
",0,Thrifty Oil,Los Angeles,1.75,1,SUN,3/10/2016 0:00,-118.0440454,33.91075881
2910,S0575,Golden Springs Building G,0,Thrifty Oil,Los Angeles,1.25,Unit 1,SUN,12/31/2016 0:00,-118.048997,33.91404506
2911,S0576,Golden Springs Building F,0,Thrifty Oil,Los Angeles,1.3,Unit 1,SUN,12/31/2016 0:00,-118.0414705,33.91249366
2912,S0577,Golden Springs Building L,0,Thrifty Oil,Los Angeles,1,Unit 1,SUN,12/31/2016 0:00,-118.0497307,33.91245518
2913,S0578,Freeway Springs,0,Golden Solar LLC (Dulles),Los Angeles,2,Unit 1,SUN,10/31/2016 0:00,-118.0498838,33.91085672
2914,G0011,Alamitos,0,AES Alamitos LLC,Los Angeles,2102.77,"AL 1, AL 2, AL 3, AL 4, AL 5, AL 6, AL 7",NG,9/1/1956 0:00,-118.1011429,33.76928969
2915,G0054,Biola University,0,Biola University,Los Angeles,2.2,"EG1, EG2, EG3",NG,4/1/1990 0:00,-118.012995,33.90700984
2916,G0249,Haynes Generating Station,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,2876.34,"Unit #1, Unit #10, Unit #11, Unit #12, Unit #13, Unit #14, Unit #15, Unit #16, Unit #2, Unit #3, Unit #4, Unit #5, Unit #6, Unit #8, Unit #9",NG,9/1/1962 0:00,-118.0992973,33.76481908
2917,G1077,Stanton Energy Reliability Center,0,Wellhead Services Inc,Orange,121,"GT1, GT2",NG,7/1/2020 0:00,-117.9868415,33.80687007
2918,G0642,Unocal Fred L Hartley Research Center (Retired 12/31/2001),1,Tosco Corporation,Orange,4,2382,NG,12/1/1991 0:00,-117.8499061,33.9151211
2919,H0539,Valley View,0,Metropolitan Water District,Orange,4.1,1,WAT,8/1/1985 0:00,-117.8293061,33.90001403
2920,H0577,Yorba Linda,0,Metropolitan Water District,Orange,5.09,1,WAT,8/1/1981 0:00,-117.8194234,33.91133787
2921,E0249,Brea Expansion Plant - Brea Power II LLC,0,Brea Parent 2007 LLC c/o Broadrock Renewables LLC,Orange,32.81,5-Jan,LFG,11/1/2012 0:00,-117.8408348,33.93240029
2922,E0109,Brea Power Partners LP (Retired 9/25/2019),1,Ridgewood Power Management LLC,Orange,5.6,Gen 1-3,LFG,12/1/1985 0:00,-117.8397869,33.93191545
2923,G0026,Anaheim CT (Retired 12/31/2019),1,Southern California Public Power Authority (SCPPA),Orange,49.27,1,NG,4/1/1991 0:00,-117.8559717,33.85364878
2924,G0058,Canyon Power Plant,0,Southern California Public Power Authority (SCPPA),Orange,200.48,"ANAHM_2 CTG 1, ANAHM_2 CTG 2, ANAHM_2 CTG 3, ANAHM_2 CTG 4",NG,9/15/2011 0:00,-117.862135,33.85851495
2925,G0804,Linn Western Processing Generating Facility (Blacksand),0,"Bridge Energy, LLC",Orange,16.33,"1, 182, 183, 190",NG,6/6/2002 0:00,-117.8559383,33.93299241
2926,F0003,UCI Fuel Cell,0,Fuel Cell Energy,Orange,1.4,MB16,NG,12/15/2015 0:00,-117.8884149,33.78692415
2927,G0923,Clearwater,0,City of Riverside Public Utilities Department,Riverside,49,"CT1, ST1",NG,3/1/2005 0:00,-117.6082901,33.89119706
2928,H0114,Corona,0,Metropolitan Water District,Riverside,2.85,1,WAT,5/1/1983 0:00,-117.6107891,33.8590957
2929,S0379,SCE - Corona,0,Longroad Energy,Riverside,0.99,1,SUN,4/15/2013 0:00,-117.5881347,33.8920953
2930,G0149,Corona Cogen (Retired),1,WCAC Operating Company,Riverside,47,Unit 1,NG,6/1/1988 0:00,-117.5803324,33.89179295
2931,H0282,Lake Mathews,0,Metropolitan Water District,Riverside,4.9,1,WAT,5/1/1980 0:00,-117.4536628,33.85521415
2932,H0509,Temescal,0,Metropolitan Water District,Riverside,2.85,1,WAT,4/1/1983 0:00,-117.4970518,33.83422974
2933,S0133,Temescal Canyon RV  LLC,0,Temescal Canyon RV LLC,Riverside,1.5,1,SUN,5/17/2011 0:00,-117.5115581,33.82780482
2934,E0139,Corona Landfill - Retired Dec 2004,1,NEO Corporation,Riverside,0.6,UNT1,LFG,1/1/1991 0:00,-117.5391429,33.86665577
2935,E0207,El Sobrante Landfill (Retired 9/30/2016),1,WM Energy Solutions Inc,Riverside,4.05,"1, 2, 3",LFG,12/1/2004 0:00,-117.4748359,33.79379592
2936,G0912,Springs Generation Project,0,City of Riverside Public Utilities Department,Riverside,40,"1, 2, 3, 4",NG,7/17/2002 0:00,-117.2935056,33.9301832
2937,S0202,SPVP044 Perris (Valley),0,Southern California Edison (SCE),Riverside,10.15,1,SUN,9/14/2012 0:00,-117.2229409,33.83892591
2938,S0364,Walgreens - Moreno Valley,0,Longroad Energy,Riverside,1,1,SUN,9/26/2007 0:00,-117.2212261,33.86600227
2939,S0441,Park Meridian,0,Kona Solar LLC,Riverside,1.49,PM,SUN,3/26/2015 0:00,-117.2836559,33.89646612
2940,H0382,Perris,0,Metropolitan Water District,Riverside,7.94,1,WAT,2/1/1983 0:00,-117.1831802,33.83605128
2941,S0416,Tahquitz High School,0,S-Power (Sustainable Power Group),Riverside,1,1,SUN,9/1/2012 0:00,-117.0195006,33.76879451
2942,W0401,Robertsons Ready-Mix,0,Foundation Windpower,Riverside,2,WPRS 1,WND,12/1/2012 0:00,-116.8146258,33.91710577
2943,H0136,Whitewater Hydroelectric Plant,0,Desert Water Agency,Riverside,1.38,WWH1,WAT,3/1/1986 0:00,-116.640558,33.9347027
2944,W0258,"Cabazon Wind Partners, LLC",0,Not Available,Riverside,40.92,WPRS 1,WND,12/3/1984 0:00,-116.7105448,33.91506399
2945,W0260,Mesa Wind Power Corporation,0,Mesa Wind Power Corporation,Riverside,29.9,WPRS 1,WND,11/29/1984 0:00,-116.6767215,33.9469574
2946,W0268,Windparks Unlimited 1 and 2,1,EUI Management PH Inc,Riverside,25.24,WPRS 1,WND,1/1/1983 0:00,-116.6234605,33.9421175
2947,W0292,Altech III (NAWP Inc. - 6087),1,Seawest Energy Group,Riverside,25.15,WPRS 1,WND,1/1/1983 0:00,-116.736231,33.91282431
2948,W0382,Alta Mesa Phase III - In Litigation - No reporting,0,See WPRS for details,Riverside,9.5,WPRS 1,WND,1/1/1997 0:00,-116.6633024,33.94501141
2949,W0402,Nestle Waters,0,Foundation Windpower,Riverside,3.24,WPRS 1,WND,12/1/2012 0:00,-116.7516719,33.91773892
2950,W0452,Cabazon Wind,0,See WPRS for details,Riverside,38.85,WPRS 1,WND,12/3/1984 0:00,-116.7183466,33.91487896
2951,S0250,North Palm Springs 1A,0,Solar Power Inc,Riverside,2.8,1,SUN,4/2/2012 0:00,-116.5951895,33.92323434
2952,S0251,North Palm Springs 4A,0,Solar Power Inc,Riverside,4.9,1,SUN,11/2/2012 0:00,-116.5623966,33.90929946
2953,S0363,Palm Springs SD - Cathedral City HS,0,Longroad Energy,Riverside,1,1,SUN,8/9/2013 0:00,-116.4500563,33.80274401
2954,S0365,Palm Springs SD - Palm Springs HS,0,Longroad Energy,Riverside,1.02,1,SUN,8/28/2013 0:00,-116.5207936,33.81904287
2955,S9401,Garnet Solar Power Generation Station 1,0,Not Available,Riverside,4,1,SUN,12/1/2014 0:00,-116.5440007,33.892945
2956,S0640,Desert Hot Springs 2,0,Not Available,Riverside,1.5,Unit 1,SUN,12/31/2013 0:00,-116.5301272,33.92298892
2957,G0119,Municipal Cogeneration Plant (Palm Springs),1,City of Palm Springs,Riverside,2.43,"GEN1, GEN2, Unit 1",NG,6/1/1985 0:00,-116.5110965,33.82495939
2958,G0512,Sentinel Energy Center,0,DGC Operations LLC,Riverside,800,"1, 2, 3, 4, 5, 6, 7, 8",NG,5/10/2013 0:00,-116.5725864,33.93654072
2959,G0818,Indigo Generation LLC,0,Diamond Generating Corporation,Riverside,135,"Indigo1, Indigo2, Indigo3",NG,7/26/2001 0:00,-116.5529795,33.911251
2960,W0261,San Gorgonio Farms Wind Farm,0,San Gorgornio Farms Inc,Riverside,30.9,WPRS 1,WND,3/1/1983 0:00,-116.6147129,33.92741386
2961,W0277,Phoenix Wind (Section 20 Trust),0,Seawest Energy Group,Riverside,2.1,WPRS 1,WND,1/10/1985 0:00,-116.5705547,33.93938029
2962,W0278,East Winds Project (NAWP Inc),0,Seawest Energy Group,Riverside,3,WPRS 1,WND,1/1/1983 0:00,-116.5480662,33.89171948
2963,W0283,San Gorgonio Westwinds II,0,Terra-Gen Operating Company,Riverside,43.4,WPRS 1,WND,1/1/1983 0:00,-116.5832574,33.93536772
2964,W0286,Karen Avenue Wind Farm,0,San Gorgornio Farms Inc,Riverside,11.7,WPRS 1,WND,1/1/1983 0:00,-116.5607618,33.92194584
2965,W0299,Green Power I (Dutch Energy Corp),0,Seawest Energy Group,Riverside,16.2,WPRS 1,WND,4/13/1990 0:00,-116.5957673,33.90918829
2966,W0311,Painted Hills Wind Developers (Zond Systems Inc - 6112),1,Not Available,Riverside,19.17,WPRS 1,WND,1/1/1983 0:00,-116.6182294,33.93871565
2967,W0318,"Wintec Energy, Ltd.",0,Windpower Partners 1993 LP,Riverside,2.18,WPRS 1,WND,12/22/1986 0:00,-116.5669503,33.91105826
2968,W0360,Mountain View III,0,See WPRS for details,Riverside,22.44,WPRS 1,WND,12/15/2003 0:00,-116.5914449,33.91856279
2969,W0361,"Whitewater Hill Partners, LLC",0,Terra-Gen Operating Company,Riverside,61.5,WPRS 1,WND,8/31/2002 0:00,-116.6231037,33.92220977
2970,W0364,Dillon Wind,0,FPL Energy Operating Services Inc,Riverside,45,WPRS 1,WND,4/18/2008 0:00,-116.5873622,33.93854522
2971,W0365,Difwind Farms LTD I,1,FPL Energy Operating Services Inc,Riverside,7.24,WPRS 1,WND,1/1/1983 0:00,-116.5681094,33.89678609
2972,W0366,Difwind Farms LTD II,1,FPL Energy Operating Services Inc,Riverside,5.36,WPRS 1,WND,1/1/1983 0:00,-116.5640341,33.89998041
2973,W0386,Difwind Farms LTD V,1,Difwinds Farm Ltd V,Riverside,11.56,WPRS 1,WND,3/31/2005 0:00,-116.5729146,33.93034644
2974,W0391,"Edom Hills Project 1, LLC",0,BP Wind Energy North America,Riverside,20,WPRS 1,WND,1/1/1983 0:00,-116.4596314,33.88520511
2975,W0413,"WAGNER WIND, LLC",0,See WPRS for details,Riverside,6,WPRS 1,WND,7/30/2013 0:00,-116.5558238,33.90970117
2976,W0430,Mountain View IV,0,See WPRS for details,Riverside,49,WPRS 1,WND,12/31/1989 0:00,-116.5625575,33.8823784
2977,W0437,Wintec Energy #2-A,0,See WPRS for details,Riverside,1.32,WPRS 1,WND,2/23/2012 0:00,-116.5606317,33.91335439
2978,W0439,Dutch Energy Wind Farm,1,See WPRS for details,Riverside,9.5,WPRS 1,WND,1/1/1983 0:00,-116.5602549,33.8916431
2979,W0440,Garnet Wind Energy Center,0,See WPRS for details,Riverside,6.5,WPRS 1,WND,6/2/2009 0:00,-116.5823767,33.90752136
2980,W0447,San Gorgonio Wind,0,See WPRS for details,Riverside,49.5,WPRS 1,WND,12/31/1989 0:00,-116.55065,33.9167142
2981,W0450,Mountain View I,1,See WPRS for details,Riverside,44.4,WPRS 1,WND,3/24/2001 0:00,-116.5731921,33.92299315
2982,W0451,Mountain View II,1,See WPRS for details,Riverside,22.2,WPRS 1,WND,9/17/2001 0:00,-116.5737022,33.91698108
2983,W0300,"Westwind Partners, LLC (ENXCO) - Decommissioned 7/1/2016",1,Westwind Association,Riverside,9.08,WPRS 1,WND,1/1/1983 0:00,-116.5675148,33.94562801
2984,W0478,"Painted Hills Wind Holdings, LLC",0,"Terra-Gen, LLC",Riverside,46.8,WPRS 1,WND,3/17/2021 0:00,-116.5436661,33.90788207
2985,W0479,"Coachella Wind Holdings, LLC",0,"Terra-Gen, LLC",Riverside,61.2,WPRS 1,WND,3/31/2021 0:00,-116.5436661,33.90788207
2986,S0367,Palm Springs SD - Rancho Mirage HS,0,Longroad Energy,Riverside,1,1,SUN,8/28/2013 0:00,-116.4336691,33.82361039
2987,S0256,Desert Sunlight 250,0,Desert Sunlight 250 LLC,Riverside,115.92,DSL250,SUN,12/25/2013 0:00,-115.4035448,33.81144535
2988,S0257,Desert Sunlight 300,0,Desert Sunlight 300 LLC,Riverside,192.77,DSL300,SUN,10/15/2013 0:00,-115.4048899,33.82432489
2989,E0211,Oxnard Wastewater Treatment Plant,0,City of Oxnard Wastewater Division,Ventura,1.5,"7610, 7710, 7810",OBG,8/1/1981 0:00,-119.1844462,34.14131954
2990,G0421,Ormond Beach Generating Station,0,GenOn Holdings Inc.,Ventura,1612.8,"UNIT 1, UNIT 2",NG,8/3/1971 0:00,-119.1688047,34.13015619
2991,G0677,Oxnard Mill (New-Indy Containerboard),0,New-Indy Oxnard LLC,Ventura,29,921-2015,NG,3/1/1986 0:00,-119.1836536,34.14157069
2992,H0193,Franklin,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,2,Unit 1,WAT,6/3/1921 0:00,-118.4137914,34.1039956
2993,H0466,San Gorgonio 2,0,Southern California Edison (SCE),Riverside,0.94,1,WAT,12/1/1923 0:00,-118.4252964,34.00887844
2994,H0467,Sawtelle,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,1,1,WAT,6/1/1986 0:00,-118.4672867,34.07183973
2995,H0472,Sepulveda Canyon,0,Metropolitan Water District,Los Angeles,8.54,1,WAT,3/1/1982 0:00,-118.4798172,34.09697329
2996,G0582,Saint Johns Health Center (Retired 1/1/2004),1,Saint Johns Health Center,Los Angeles,1.08,TG-1,NG,2/1/1992 0:00,-118.480192,34.03041238
2997,G0756,Television City Cogen LP (Retired 2002),1,Television City Cogen LP,Los Angeles,1.4,CBSS,NG,6/1/1984 0:00,-118.3588324,34.07525192
2998,H0541,Venice,0,Metropolitan Water District,Los Angeles,10.12,1,WAT,5/1/1982 0:00,-118.416808,34.01130744
2999,S9154,West Los Angeles VA Health Care System,0,Not Available,Los Angeles,9,1,SUN,1/1/2012 0:00,-118.4504777,34.05152521
3000,S9157,CBS Television City,0,Not Available,Los Angeles,1.84,1,SUN,1/1/2013 0:00,-118.3596778,34.07479491
3001,G0763,UCLA Energy Systems Facility,0,UCLA,Los Angeles,43,"CTG-1, CTG-2, STG-1",NG,1/1/1994 0:00,-118.4466903,34.06731059
3002,G0588,Coldgen; Sunlaw (Federal Plant) - Retired September 2002,1,Sunlaw Energy Partners I LP,Los Angeles,37,"GEN1, GEN2",NG,8/21/1986 0:00,-118.2170664,33.99692586
3003,G0754,Grogen Sunlaw (Growers),1,Sunlaw Energy Partners I LP,Los Angeles,30,GEN1,NG,6/9/1986 0:00,-118.207711,34.00579468
3004,S0183,LA County MTA/Metro,0,LA County MTA/Metro,Los Angeles,1.05,SIP742152,SUN,4/1/2009 0:00,-118.2292067,34.05851472
3005,S0184,Dependable Highway Express,0,Dependable Highway Express Inc,Los Angeles,1.05,SIP1027942,SUN,3/2/2012 0:00,-118.2240333,34.02761894
3006,S0369,ELACC - Parking Lot,0,Not Available,Los Angeles,1,1,SUN,3/27/2008 0:00,-118.1480905,34.04025591
3007,S9114,MTA,0,Not Available,Los Angeles,1.2,1,SUN,1/1/2012 0:00,-118.2294018,34.05720947
3008,S9116,Dependable Highway Express Inc,0,Not Available,Los Angeles,1.2,1,SUN,1/1/2012 0:00,-118.2239588,34.02689715
3009,S9156,Occidental College Solar Project,0,Not Available,Los Angeles,1.14,1,SUN,1/1/2013 0:00,-118.2068003,34.12819775
3010,E0113,"Commerce Refuse To Energy (Retired June 30, 2018)",1,Sanitation Districts of Los Angeles County,Los Angeles,11.5,1,MSW,11/1/1986 0:00,-118.1537793,33.99485653
3011,G0231,Glenarm,0,City of Pasadena,Los Angeles,271.76,"G9, GT 1, GT 2, GT 3, GT 4, GT 5",NG,1/1/1975 0:00,-118.1487307,34.12668278
3012,G0028,Cenveo Anderson Lithograph (Shutdown May 2009),1,Cenveo Corporation,Los Angeles,5.01,"GCTG-1, STG-1",NG,7/19/1995 0:00,-118.1411186,33.98850943
3013,G0061,Broadway (Retired 12/31/2016),1,City of Pasadena,Los Angeles,165,"B1, B2, B3",NG,3/1/1955 0:00,-118.147758,34.12608976
3014,G0145,Smurfit Stone Container Corporation - Retired August 2002,1,Jefferson Smurfit Container Corp,Los Angeles,43.4,1,NG,6/1/1986 0:00,-118.2350282,33.9913837
3015,G0203,NP Cogen Inc - Retired December 2001,1,Newark Pacific Paperboard Corp (NP Cogen Inc),Los Angeles,33,"GNGT, GNST",NG,12/1/1982 0:00,-118.1655519,33.98217202
3016,G0262,Los Angeles Cold Storage - Retired Dec 2003,1,Los Angeles Cold Storage Company,Los Angeles,1.35,1,NG,8/11/1989 0:00,-118.2390501,34.04376259
3017,G0652,Vernon (includes H. Gonzales),0,City of Vernon,Los Angeles,41.8,"VER1, VER2, VER3, VER4, VER5, VER6, VER7",OIL,8/1/1933 0:00,-118.2217666,33.99882492
3018,G0758,Civic Center Cogen,0,LA County ISD (Civic Center),Los Angeles,35,"Brush, Fuji",NG,8/1/1988 0:00,-118.2437179,34.05649318
3019,G0894,Malburg Power Plant,0,Colorado Energy Management LLC (Malburg LLC),Los Angeles,158.8,"M1, M2, M3",NG,10/17/2005 0:00,-118.2204464,33.99887426
3020,H0412,Rio Hondo,0,Metropolitan Water District,Los Angeles,1.91,1,WAT,12/1/1993 0:00,-118.099259,34.00471669
3021,S0442,Pico Rivera,0,Not Available,Los Angeles,0.9,Unit 1,SUN,11/20/2015 0:00,-118.1032733,33.98225773
3022,E0127,Puente Hills Energy Recovery,0,Sanitation Districts of Los Angeles County,Los Angeles,52.8,"GEN 1, GEN 2",LFG,6/1/2017 0:00,-118.0241913,34.02379176
3023,E0128,Puente Hills Gas-to-Energy Facility  Phase II (Retired 12/31/2016),1,Sanitation Districts of Los Angeles County,Los Angeles,8.1,"Gen-3, Gen-4, Gen-5",LFG,1/1/2006 0:00,-118.0245297,34.02366327
3024,E0261,Whittier LFG Power Plant 1,0,J&A Santa Maria,Los Angeles,2.2,"ENG1, ENG2",LFG,12/1/2006 0:00,-118.0472301,33.97070888
3025,G0757,California Institute of Technology,0,California Institute of Technology,Los Angeles,18.5,"GEN1, GEN2, GEN3, GEN4, GEN5",NG,8/1/2003 0:00,-118.1223532,34.14003549
3026,G0928,Walnut Creek Energy Park,0,Walnut Creek Energy LLC,Los Angeles,500.5,"1, 2, 3, 4, 5",NG,12/29/2012 0:00,-117.9451523,34.00853347
3027,G1072,"Irwindale Brew Yard LLC (formerly Molson, MillerCoors)",0,"IBY, LLC",Los Angeles,14.86,"D175, D176, S-1, T-100, T-200",NG,2/1/2006 0:00,-117.9398678,34.1266691
3028,H0437,San Dimas Hydro Recovery Plant,0,Metropolitan Water District,Los Angeles,9.92,1,WAT,3/1/1981 0:00,-117.7957469,34.12752855
3029,H0443,San Dimas Wash,0,San Gabriel Valley Municipal Water District,Los Angeles,1.05,UNIT 1,WAT,3/1/1986 0:00,-117.8050529,34.12416126
3030,G0437,Paper-Pak Industries (Shutdown 12/31/2008),1,Paper-Pak Industries,Los Angeles,1.4,GEN1,NG,1/1/1984 0:00,-117.7647113,34.09529884
3031,G0562,AltaGas Pomona Energy Inc (cogen prior to 2016) (retired 9/6/2019),1,AltaGas Pomona Energy Inc,Los Angeles,42,1,NG,1/2/1985 0:00,-117.7740775,34.05903402
3032,G0565,Blue Heron Paper - Retired 2006,1,Blue Heron Paper Co of California,Los Angeles,16.3,Unit 1,NG,12/1/1966 0:00,-117.7840082,34.05922226
3033,G1042,Pacific Palms Cogeneration (shutdown Dec 2014),1,Intertie,Los Angeles,1.99,1,NG,11/1/2002 0:00,-117.9277047,34.02088414
3034,S0221,Industry MetroLink PV 1,0,Intertie,Los Angeles,1.5,1,SUN,5/1/2012 0:00,-117.8448149,34.00957492
3035,S0527,Weymouth Solar Plant,0,Metropolitan Water District,Los Angeles,2.99,Unit 1,SUN,6/1/2016 0:00,-117.7835818,34.10776508
3036,S9258,United States Department of Agriculture  Forest Service,0,Not Available,Los Angeles,0.25,Unit 1,SUN,12/31/2014 0:00,-117.8003873,34.10580052
3037,E0152,MM West Covina LLC,0,OPAL Fuels,Los Angeles,11.7,"GEN1, GEN2",LFG,4/1/1999 0:00,-117.9061554,34.0335435
3038,E0129,"Spadra Landfill Gas to Energy (Retired September 30, 2015)",1,Sanitation Districts of Los Angeles County,Los Angeles,10.6,GEN 1,LFG,4/4/1991 0:00,-117.8216852,34.04092307
3039,S0709,Walnut High,0,Tesla Inc.,Los Angeles,1.23,91714744-CA,SUN,9/30/2019 0:00,-117.8511484,34.02270495
3040,G0415,Black Hills Ontario Facility -Retired February 2009,1,Black Hills Energy Capital,San Bernardino,11.8,"Unit 1, Unit 2",NG,12/1/1984 0:00,-117.6410103,34.05614151
3041,S0118,SPVP002 Chino Rooftop Solar,0,Southern California Edison (SCE),San Bernardino,1.22,1,SUN,10/1/2009 0:00,-117.7008571,33.9850236
3042,S0199,SPVP032 Ontario - Kennedy 2,0,Southern California Edison (SCE),San Bernardino,1.74,1,SUN,12/22/2011 0:00,-117.5719071,34.03245462
3043,S0210,SS San Antonio West  LLC,0,Not Available,Riverside,1.87,Unit 1,SUN,6/14/2012 0:00,-117.6590519,33.96678
3044,S0433,Terra Francesco,0,Kona Solar LLC,San Bernardino,1.49,TF,SUN,3/1/2015 0:00,-117.6055603,34.03941056
3045,G0404,Chino Cogeneration,0,OLS Energy Chino,San Bernardino,31.2,"GEN 1, GEN 2",NG,3/1/1988 0:00,-117.6808428,33.98954367
3046,G0522,San Antonio Community Hospital,0,San Antonio Community Hospital,San Bernardino,2.7,"Unit 1, Unit 2, Unit 3",NG,1/1/1985 0:00,-117.6382442,34.10239917
3047,S9412,Jurupa Valley Solar PV,0,Sacramento PV Energy LLC,San Bernardino,1.5,1,SUN,1/3/2014 0:00,-117.5917674,34.05048439
3048,G0922,Riverside Energy Resource Center,0,City of Riverside Public Utilities Department,Riverside,192,"1, 2, 3, 4",NG,6/1/2006 0:00,-117.4529531,33.96327376
3049,G9333,Etiwanda Peaker,0,Southern California Edison (SCE),San Bernardino,49,1,NG,8/1/2007 0:00,-117.5338873,34.09043496
